GO:0046914	F	0.05	transition metal ion binding
GO:0038023	F	0.04	signaling receptor activity
GO:0003677	F	0.04	DNA binding
GO:0098531	F	0.03	transcription factor activity, direct ligand regulated sequence-specific DNA binding
GO:0000981	F	0.03	RNA polymerase II transcription factor activity, sequence-specific DNA binding
